idComercializacion,CodigoCotizacion,ClienteId,Cliente,LiderComercial,FechaInicio,ValorVenta,ValorCotizacion,NumeroEstados,EsSENCE
12230,ANT196972-1,1032,SEGURISUR MEDICAL,nroblero@insecap.cl,24/05/2023,80000,80000,2,0
12229,ANT196973-1,533,DL&C,chervera@insecap.cl,25/05/2023,556002,550000,2,0
12232,CAL196975,329,SOLUCIONES AMBIENTALES DEL NORTE S.A.,chervera@insecap.cl,25/05/2023,120000,0,2,0
12245,CAL196977-1,573,Conveyor Belt Technology,kriquelme@insecap.cl,31/05/2023,280000,280000,2,0
12256,CAL196979-1,451,INGEAP,kriquelme@insecap.cl,29/05/2023,386000,386000,2,0
12241,ANT196981-1,288,RESITER,chervera@insecap.cl,02/06/2023,120000,120000,2,0
12253,CAL196982-4,787,IMT,nroblero@insecap.cl,26/05/2023,1200000,1200000,3,0
12246,CAL196983-2,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,25/05/2023,1320000,1320000,2,0
12251,CAL196984-4,787,IMT,nroblero@insecap.cl,26/05/2023,950000,950000,2,0
12236,CAL196985-1,594,BERLIAM SPA,chervera@insecap.cl,26/05/2023,955604,953000,2,0
12263,ANT196986,296,SALFA MANTENCIONES,chervera@insecap.cl,29/05/2023,768550,809000,2,0
12383,CAL196988,246,METSO,kriquelme@insecap.cl,05/06/2023,875000,0,2,0
12257,ANT196990-3,757,CONSTRUCTORA PEHUENCHE LTDA,chervera@insecap.cl,01/06/2023,784000,784000,3,1
12390,ANT196991-1,361,VULCO S.A,chervera@insecap.cl,16/06/2023,481000,481000,2,0
12389,ANT196992,361,VULCO S.A,chervera@insecap.cl,09/06/2023,397000,0,2,0
12388,ANT196993,361,VULCO S.A,chervera@insecap.cl,08/06/2023,397000,0,2,0
12554,ANT196994,134,CONYMET,chervera@insecap.cl,14/06/2023,256800,0,2,0
12555,ANT196995,134,CONYMET,chervera@insecap.cl,19/06/2023,256800,0,2,0
12556,ANT196996,134,CONYMET,chervera@insecap.cl,22/06/2023,256800,0,2,0
12237,CAL196997,246,METSO,kriquelme@insecap.cl,26/05/2023,100000,0,2,0
12239,CAL196998-1,856,CONSORCIO VOB,kriquelme@insecap.cl,26/05/2023,355500,355500,2,0
12240,CAL197002,246,METSO,kriquelme@insecap.cl,26/05/2023,25000,0,2,0
12244,CAL197004,172,FINNING,kriquelme@insecap.cl,29/05/2023,240000,0,2,0
12273,ANT197007-2,338,TECNASIC,chervera@insecap.cl,27/05/2023,1073188,1073188,2,0
12252,ANT197008,533,DL&C,chervera@insecap.cl,25/05/2023,311000,0,2,0
12580,ANT197009-3,256,INGENIERIA ELECTRICA MONTELEC SPA,chervera@insecap.cl,19/06/2023,407000,407000,2,0
12323,CAL197011,548,Metso Industrial Services SpA,kriquelme@insecap.cl,31/05/2023,140000,140000,2,0
12254,CAL197012-1,200,ICV,kriquelme@insecap.cl,25/05/2023,330000,330000,2,0
12354,CAL197014-3,273,PARTICULAR,nroblero@insecap.cl,05/06/2023,120000,120000,2,0
12355,CAL197015-2,273,PARTICULAR,nroblero@insecap.cl,05/06/2023,50000,50000,2,0
12258,ANT197021,1001,Grupo Gordillo,nroblero@insecap.cl,29/05/2023,600000,0,2,0
12270,CAL197026,451,INGEAP,kriquelme@insecap.cl,26/05/2023,350000,0,2,0
12762,CAL197027-2,998,STN,chervera@insecap.cl,30/06/2023,733000,733000,2,0
12260,ANT197028,223,JOY GLOBAL,chervera@insecap.cl,22/06/2023,763401,0,5,1
12262,ANT197030,533,DL&C,chervera@insecap.cl,26/05/2023,60000,60000,4,0
12261,ANT197031,533,DL&C,chervera@insecap.cl,26/05/2023,60000,0,2,0
12264,CAL197035,1027,CONSORCIO TNT VIAL Y VIVES – DSD CHILE LIMITADA,kriquelme@insecap.cl,27/05/2023,960000,0,2,0
12265,CAL197036-1,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,29/05/2023,200000,200000,2,0
12266,CAL197037,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,29/05/2023,200000,0,2,0
12267,CAL197038,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,29/05/2023,200000,0,2,0
12268,CAL197039,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,29/05/2023,100000,0,2,0
12269,CAL197040,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,29/05/2023,100000,0,2,0
12274,ANT197041-1,1032,SEGURISUR MEDICAL,nroblero@insecap.cl,26/05/2023,40000,40000,2,0
12338,ANT197042,741,JEJ Ingeniería S.A.,chervera@insecap.cl,01/06/2023,60000,60000,2,0
12286,ANT197044,259,MPM,chervera@insecap.cl,30/05/2023,449000,449000,2,0
12432,CAL197045,1028,SANDVIK CHLE ,chervera@insecap.cl,27/06/2023,945000,945000,4,0
12431,CAL197046-2,1028,SANDVIK CHLE ,chervera@insecap.cl,12/06/2023,480000,480000,2,0
12310,ANT197047-1,1028,SANDVIK CHLE ,chervera@insecap.cl,31/05/2023,359000,359000,2,0
12288,ANT197048-1,1028,SANDVIK CHLE ,chervera@insecap.cl,31/05/2023,431094,431094,2,0
12313,CAL197049,1028,SANDVIK CHLE ,chervera@insecap.cl,09/06/2023,273500,0,2,0
12271,CAL197050,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,28/05/2023,456000,0,2,0
12272,CAL197051,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,29/05/2023,665000,0,2,0
12314,ANT197052-1,1028,SANDVIK CHLE ,chervera@insecap.cl,01/06/2023,180000,180000,2,0
12291,CAL197055,805,TERMINAL PUERTO ARICA S.A.,chervera@insecap.cl,01/06/2023,1002400,0,2,0
12509,CAL197057-2,273,PARTICULAR,nroblero@insecap.cl,13/06/2023,120000,120000,2,0
12275,CAL197058,172,FINNING,kriquelme@insecap.cl,07/06/2023,240000,0,2,0
12283,CAL197060-2,594,BERLIAM SPA,chervera@insecap.cl,30/05/2023,501579,463000,2,0
12276,CAL197061,683,Minera Lomas Bayas,chervera@insecap.cl,22/06/2023,394000,0,2,0
12277,ANT197062-4,223,JOY GLOBAL,chervera@insecap.cl,01/06/2023,577999,577999,2,0
12285,CAL197063,172,FINNING,kriquelme@insecap.cl,08/06/2023,240000,0,2,0
12278,CAL197064,246,METSO,kriquelme@insecap.cl,29/05/2023,125000,0,2,0
12279,CAL197065,246,METSO,kriquelme@insecap.cl,29/05/2023,100000,0,2,0
12280,CAL197066,246,METSO,kriquelme@insecap.cl,29/05/2023,25000,0,2,0
12284,CAL197069-1,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,30/05/2023,525000,525000,2,0
12287,CAL197070-1,856,CONSORCIO VOB,kriquelme@insecap.cl,30/05/2023,321300,321300,2,0
12293,CAL197072,514,MARTINIC,chervera@insecap.cl,01/06/2023,530200,530200,2,0
12301,CAL197073,90,ASTERCHILE LTDA.,nroblero@insecap.cl,30/05/2023,40000,0,2,0
12302,CAL197074,90,ASTERCHILE LTDA.,nroblero@insecap.cl,30/05/2023,40000,0,2,0
12722,CAL197076-6,200,ICV,kriquelme@insecap.cl,30/06/2023,450000,450000,3,1
12290,CAL197077,200,ICV,kriquelme@insecap.cl,29/05/2023,30000,0,2,0
12292,CAL197078,805,TERMINAL PUERTO ARICA S.A.,chervera@insecap.cl,02/06/2023,1002400,0,2,0
12294,CAL197079-3,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,30/05/2023,180000,180000,2,0
12324,CAL197084-1,991,LABORCE,chervera@insecap.cl,01/06/2023,600200,600200,2,0
12298,ANT197085-2,842,VISAUCO SERVICE SPA,chervera@insecap.cl,14/06/2023,783200,783200,2,0
12297,CAL197086,227,KONECRANES,kriquelme@insecap.cl,30/05/2023,896000,0,2,0
12334,CAL197087-3,273,PARTICULAR,nroblero@insecap.cl,02/06/2023,160000,160000,2,0
12299,ANT197088-1,184,H-E PARTS INTERNATIONAL CHILE SPA,chervera@insecap.cl,01/06/2023,536400,528600,6,1
12303,CAL197091-1,227,KONECRANES,kriquelme@insecap.cl,30/05/2023,960000,1020000,2,0
12304,CAL197092,227,KONECRANES,kriquelme@insecap.cl,30/05/2023,104000,0,2,0
12305,CAL197094,227,KONECRANES,kriquelme@insecap.cl,30/05/2023,43550,0,2,0
12493,ANT197100,396,TORMETAL,chervera@insecap.cl,14/06/2023,491700,0,2,0
12378,CAL197103,1023,MAXIMETAL SPA,chervera@insecap.cl,06/06/2023,1664000,0,2,0
12384,CAL197105-1,265,New Tech Copper S.P.A.,kriquelme@insecap.cl,06/06/2023,761600,761600,2,0
12320,CAL197106-1,494,VECCHIOLA,kriquelme@insecap.cl,01/06/2023,1232000,1232000,2,0
12315,CAL197107,835,CONSTRUCTORA GMT LTDA,kriquelme@insecap.cl,31/05/2023,90000,0,2,0
12319,CAL197109,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,01/06/2023,600000,0,2,0
12326,CAL197110-1,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,02/06/2023,620000,620000,2,0
12333,ANT197111,296,SALFA MANTENCIONES,chervera@insecap.cl,05/06/2023,809000,0,4,0
12316,CAL197113,856,CONSORCIO VOB,kriquelme@insecap.cl,31/05/2023,341000,0,2,0
12317,CAL197114,856,CONSORCIO VOB,kriquelme@insecap.cl,31/05/2023,341000,0,2,0
12318,CAL197115,856,CONSORCIO VOB,kriquelme@insecap.cl,31/05/2023,341000,0,2,0
12321,CAL197117,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,01/06/2023,665000,0,2,0
12322,CAL197118,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,02/06/2023,665000,0,2,0
12327,ANT197123,386,AKASA SPA,nroblero@insecap.cl,01/06/2023,200000,0,2,0
12328,CAL197124-1,1027,CONSORCIO TNT VIAL Y VIVES – DSD CHILE LIMITADA,kriquelme@insecap.cl,01/06/2023,490000,490000,2,0
12329,CAL197125,246,METSO,kriquelme@insecap.cl,01/06/2023,70000,0,2,0
12348,CAL197126-1,246,METSO,kriquelme@insecap.cl,02/06/2023,90000,90000,2,0
12330,CAL197127,856,CONSORCIO VOB,kriquelme@insecap.cl,02/06/2023,341000,0,2,0
12331,CAL197128,856,CONSORCIO VOB,kriquelme@insecap.cl,02/06/2023,341000,0,2,0
12457,CAL197129-1,975,APRO LTDA,kriquelme@insecap.cl,12/06/2023,1050000,1050000,2,0
12362,ANT197131-3,421,CONSTRUCTORA BAICAL,nroblero@insecap.cl,05/06/2023,420000,420000,2,0
12352,CAL197133-2,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,12/06/2023,715000,715000,2,0
12391,ANT197135-2,451,INGEAP,kriquelme@insecap.cl,07/06/2023,361000,361000,2,0
12742,ANT197136-1,513,HEXAGON MINING,chervera@insecap.cl,29/06/2023,135000,135000,2,0
12743,CAL197137-1,513,HEXAGON MINING,chervera@insecap.cl,30/06/2023,180000,180000,2,0
12335,CAL197138,273,PARTICULAR,mcarvajal@insecap.cl,30/06/2023,360000,0,2,0
12337,ANT197140-2,412,THIESS CHILE SPA,chervera@insecap.cl,20/06/2023,182000,182000,4,0
12339,ANT197141,594,BERLIAM SPA,chervera@insecap.cl,02/06/2023,86000,86000,2,0
12346,ANT197144-1,594,BERLIAM SPA,chervera@insecap.cl,09/06/2023,86000,86000,2,0
12343,ANT197145-1,333,STEEL INGENIERIA S.A.,chervera@insecap.cl,02/06/2023,360000,360000,2,0
12344,ANT197146-1,333,STEEL INGENIERIA S.A.,chervera@insecap.cl,06/06/2023,241000,241000,2,0
12345,CAL197147-1,494,VECCHIOLA,kriquelme@insecap.cl,02/06/2023,400000,400000,2,0
12340,ANT197148,288,RESITER,chervera@insecap.cl,02/06/2023,120000,0,2,0
12341,ANT197149,223,JOY GLOBAL,chervera@insecap.cl,02/06/2023,553000,0,2,0
12342,ANT197150,223,JOY GLOBAL,chervera@insecap.cl,03/06/2023,531000,0,2,0
12347,ANT197157-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,02/06/2023,240000,240000,2,0
12361,ANT197160-1,412,THIESS CHILE SPA,chervera@insecap.cl,06/06/2023,665200,665200,6,1
12360,ANT197162-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,05/06/2023,120000,120000,2,0
12349,CAL197163,246,METSO,kriquelme@insecap.cl,02/06/2023,70000,0,2,0
12350,CAL197164,246,METSO,kriquelme@insecap.cl,02/06/2023,140000,0,2,0
12353,ANT197165-2,386,AKASA SPA,nroblero@insecap.cl,02/06/2023,40000,40000,2,0
12363,CAL197166-5,787,IMT,nroblero@insecap.cl,06/06/2023,630000,630000,2,0
12356,CAL197167,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,03/06/2023,160000,0,2,0
12364,CAL197168-5,787,IMT,nroblero@insecap.cl,06/06/2023,880000,880000,2,0
12357,CAL197169,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,03/06/2023,80000,0,2,0
12359,ANT197176,594,BERLIAM SPA,chervera@insecap.cl,02/06/2023,120000,0,2,0
12365,CAL197177-3,1054,DAMTEC,nroblero@insecap.cl,16/06/2023,540000,540000,2,0
12366,ADI197178,591,Insecap Capacitación,wcarvajal@insecap.cl,05/06/2023,352941,352941,1,0
12367,ANT197183-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,05/06/2023,240000,240000,2,0
12369,CAL197184-1,856,CONSORCIO VOB,kriquelme@insecap.cl,06/06/2023,360000,360000,2,0
12376,ANT197186-2,683,Minera Lomas Bayas,chervera@insecap.cl,09/06/2023,1207632,1207632,2,0
12371,CAL197188,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,06/06/2023,1300000,0,2,0
12372,ANT197190-1,1028,SANDVIK CHLE ,chervera@insecap.cl,06/06/2023,432400,432400,2,0
12374,CAL197191,1027,CONSORCIO TNT VIAL Y VIVES – DSD CHILE LIMITADA,kriquelme@insecap.cl,06/06/2023,715000,0,2,0
12375,ANT197192-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,06/06/2023,240000,240000,2,0
12377,ANT197193-1,683,Minera Lomas Bayas,chervera@insecap.cl,30/06/2023,1207632,1207632,2,0
12379,CAL197194,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,06/06/2023,525000,0,2,0
12584,CAL197196-1,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,15/06/2023,720000,720000,2,0
12585,CAL197197-2,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,15/06/2023,400000,400000,2,0
12380,CAL197199,856,CONSORCIO VOB,kriquelme@insecap.cl,09/06/2023,323500,0,2,0
12382,ANT197205-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,06/06/2023,120000,120000,2,0
12385,CAL197206,246,METSO,kriquelme@insecap.cl,06/06/2023,25000,0,2,0
12386,CAL197207,246,METSO,kriquelme@insecap.cl,06/06/2023,70000,0,2,0
12392,ANT197208-1,1032,SEGURISUR MEDICAL,nroblero@insecap.cl,06/06/2023,40000,40000,2,0
12393,CAL197211,246,METSO,kriquelme@insecap.cl,06/06/2023,50000,0,2,0
12394,CAL197212-1,246,METSO,kriquelme@insecap.cl,06/06/2023,50000,50000,2,0
12395,CAL197213,246,METSO,kriquelme@insecap.cl,06/06/2023,50000,0,2,0
12397,ANT197215-1,933,DESIGN,chervera@insecap.cl,08/06/2023,383200,383200,3,1
12396,ANT197216,1028,SANDVIK CHLE ,chervera@insecap.cl,07/06/2023,400200,0,3,0
12414,CAL197217,548,Metso Industrial Services SpA,kriquelme@insecap.cl,07/06/2023,35000,0,2,0
12413,CAL197218,991,LABORCE,chervera@insecap.cl,08/06/2023,528800,528800,2,0
12522,ANT197219-1,226,KOMATSU CHILE S.A,chervera@insecap.cl,20/06/2023,712397,712400,2,0
12419,CAL197221,137,CUMMINS,kriquelme@insecap.cl,09/06/2023,520000,0,2,0
12398,ANT197222,223,JOY GLOBAL,chervera@insecap.cl,08/06/2023,447000,447000,2,0
12400,CAL197230,246,METSO,kriquelme@insecap.cl,06/06/2023,50000,0,2,0
12399,CAL197231,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,07/06/2023,80000,0,2,0
12401,CAL197232,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,07/06/2023,40000,0,2,0
12402,CAL197233,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,07/06/2023,40000,0,2,0
12403,CAL197234,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,07/06/2023,140000,0,2,0
12404,CAL197235,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,07/06/2023,80000,0,2,0
12405,CAL197236,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,07/06/2023,70000,0,2,0
12406,CAL197237-2,172,FINNING,mcarvajal@insecap.cl,07/06/2023,120000,120000,2,0
12407,CAL197238,246,METSO,kriquelme@insecap.cl,06/06/2023,75000,0,2,0
12408,CAL197240,246,METSO,kriquelme@insecap.cl,07/06/2023,50000,0,2,0
12410,CAL197241,246,METSO,kriquelme@insecap.cl,07/06/2023,50000,0,2,0
12409,CAL197242,246,METSO,kriquelme@insecap.cl,07/06/2023,75000,0,2,0
12417,CAL197243,329,SOLUCIONES AMBIENTALES DEL NORTE S.A.,chervera@insecap.cl,07/06/2023,70000,0,2,0
12418,CAL197244,172,FINNING,mcarvajal@insecap.cl,08/06/2023,520000,520000,4,0
12454,CAL197245,296,SALFA MANTENCIONES,chervera@insecap.cl,09/06/2023,911000,0,2,0
12412,ANT197246-4,1055,AUEL SOCIEDAD COMERCIAL E INDUSTRIAL LIMITADA,chervera@insecap.cl,10/06/2023,454400,454400,12,1
12488,CAL197247-1,273,PARTICULAR,nroblero@insecap.cl,12/06/2023,100000,100000,2,0
12611,ANT197248-2,281,PROMEC CHILE SPA,chervera@insecap.cl,27/06/2023,240000,240000,2,0
12612,ANT197249-2,281,PROMEC CHILE SPA,chervera@insecap.cl,27/06/2023,390000,390000,2,0
12606,CAL197250,451,INGEAP,kriquelme@insecap.cl,19/06/2023,50000,0,2,0
12415,CAL197251,246,METSO,kriquelme@insecap.cl,07/06/2023,25000,0,2,0
12416,CAL197252-1,246,METSO,kriquelme@insecap.cl,07/06/2023,25000,25000,2,0
12450,ANT197257-3,412,THIESS CHILE SPA,chervera@insecap.cl,10/06/2023,670203,670203,5,1
12436,CAL197259-3,856,CONSORCIO VOB,kriquelme@insecap.cl,08/06/2023,400000,400000,2,0
12424,ANT197260,259,MPM,chervera@insecap.cl,08/06/2023,201000,0,2,0
12420,CAL197261-2,559,R&Q Ingeniería S.A. ,chervera@insecap.cl,08/06/2023,294120,294118,2,0
12421,ANT197263,259,MPM,chervera@insecap.cl,08/06/2023,214000,0,2,0
12422,ANT197264,259,MPM,chervera@insecap.cl,08/06/2023,200000,0,2,0
12423,ANT197265,259,MPM,chervera@insecap.cl,08/06/2023,200000,0,2,0
12425,ANT197266,259,MPM,chervera@insecap.cl,08/06/2023,220000,0,2,0
12427,ANT197269-2,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,08/06/2023,120000,120000,2,0
12494,ANT197271-2,226,KOMATSU CHILE S.A,chervera@insecap.cl,15/06/2023,956800,956800,2,0
12495,ANT197272-1,226,KOMATSU CHILE S.A,chervera@insecap.cl,15/06/2023,304000,304000,2,0
12526,ANT197273-1,338,TECNASIC,chervera@insecap.cl,14/06/2023,1023000,1023000,2,0
12430,ANT197275,333,STEEL INGENIERIA S.A.,chervera@insecap.cl,07/06/2023,30000,30000,2,0
12429,ANT197276-1,333,STEEL INGENIERIA S.A.,chervera@insecap.cl,07/06/2023,30000,30000,2,0
12428,ANT197277,333,STEEL INGENIERIA S.A.,chervera@insecap.cl,07/06/2023,30000,0,2,0
12433,ANT197278-1,333,BERLIAM SPA,chervera@insecap.cl,09/06/2023,86000,86000,4,0
12479,ANT197279-1,753,FAM AMERICA LATINA MAQUINARIAS LIMITADA,chervera@insecap.cl,10/06/2023,250000,250000,2,0
12485,ANT197280-1,753,FAM AMERICA LATINA MAQUINARIAS LIMITADA,chervera@insecap.cl,10/06/2023,200000,200000,2,0
12480,ANT197281,753,FAM AMERICA LATINA MAQUINARIAS LIMITADA,chervera@insecap.cl,10/06/2023,200000,0,2,0
12484,ANT197282-1,753,FAM AMERICA LATINA MAQUINARIAS LIMITADA,chervera@insecap.cl,10/06/2023,200000,200000,2,0
12483,ANT197283-1,753,FAM AMERICA LATINA MAQUINARIAS LIMITADA,chervera@insecap.cl,10/06/2023,200000,200000,2,0
12474,ANT197284,753,FAM AMERICA LATINA MAQUINARIAS LIMITADA,chervera@insecap.cl,12/06/2023,306500,0,2,0
12482,ANT197285,753,FAM AMERICA LATINA MAQUINARIAS LIMITADA,chervera@insecap.cl,10/06/2023,200000,0,2,0
12445,ANT197286-1,533,DL&C,chervera@insecap.cl,08/06/2023,120000,120000,2,0
12444,ANT197287-2,533,DL&C,chervera@insecap.cl,08/06/2023,120000,120000,2,0
12443,ANT197288-1,533,DL&C,chervera@insecap.cl,08/06/2023,120000,120000,2,0
12438,ANT197289-1,273,PARTICULAR,nroblero@insecap.cl,08/06/2023,120000,120000,2,0
12434,CAL197290,246,METSO,kriquelme@insecap.cl,08/06/2023,70000,0,2,0
12437,ANT197291-2,273,PARTICULAR,nroblero@insecap.cl,08/06/2023,120000,120000,2,0
12435,ANT197292-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,08/06/2023,120000,120000,2,0
12578,CAL197298-2,594,BERLIAM SPA,chervera@insecap.cl,19/06/2023,510600,510600,2,0
12670,CAL197299-6,422,Inversiones Impacto,nroblero@insecap.cl,23/06/2023,800000,800000,4,0
12504,CAL197300-2,494,VECCHIOLA,kriquelme@insecap.cl,13/06/2023,375000,375000,2,0
12446,CAL197301,856,CONSORCIO VOB,kriquelme@insecap.cl,08/06/2023,190400,0,2,0
12448,CAL197302,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,09/06/2023,640000,640000,2,0
12456,CAL197303,494,VECCHIOLA,kriquelme@insecap.cl,12/06/2023,375000,0,2,0
12487,CAL197304-1,494,VECCHIOLA,kriquelme@insecap.cl,13/06/2023,120000,120000,2,0
12486,CAL197306,494,VECCHIOLA,kriquelme@insecap.cl,12/06/2023,120000,0,2,0
12447,ADI197307-1,1028,SANDVIK CHLE ,chervera@insecap.cl,07/06/2023,2941,2941,1,0
12471,ANT197308-2,421,CONSTRUCTORA BAICAL,nroblero@insecap.cl,10/06/2023,360000,360000,2,0
12515,CAL197309-1,309,SGS MINERALS S.A.,kriquelme@insecap.cl,14/06/2023,540000,540000,2,0
12449,CAL197310,200,ICV,kriquelme@insecap.cl,09/06/2023,690000,0,2,0
12453,ANT197312,521,KDM INDUSTRIAL S.A.,kriquelme@insecap.cl,13/06/2023,896000,0,3,1
12507,ANT197313-2,273,PARTICULAR,nroblero@insecap.cl,13/06/2023,120000,120000,2,0
12547,CAL197318,1059,TELEFONICA IOT Y BIG DATA TECH CHILE SPA,mcarvajal@insecap.cl,14/06/2023,120000,0,4,0
12451,CAL197320,856,CONSORCIO VOB,kriquelme@insecap.cl,09/06/2023,341000,0,2,0
12452,CAL197323-2,856,CONSORCIO VOB,kriquelme@insecap.cl,09/06/2023,341000,341000,2,0
12455,CAL197324,856,CONSORCIO VOB,kriquelme@insecap.cl,09/06/2023,341000,0,2,0
12458,CAL197326,246,METSO,kriquelme@insecap.cl,08/06/2023,150000,0,2,0
12459,CAL197327,246,METSO,kriquelme@insecap.cl,08/06/2023,150000,0,2,0
12460,CAL197328,246,METSO,kriquelme@insecap.cl,08/06/2023,150000,0,2,0
12461,ANT197329-1,683,Minera Lomas Bayas,chervera@insecap.cl,14/06/2023,699000,699000,2,0
12462,ANT197330,683,Minera Lomas Bayas,chervera@insecap.cl,21/06/2023,699000,0,2,0
12463,ANT197331-2,683,Minera Lomas Bayas,chervera@insecap.cl,28/06/2023,593000,593000,2,0
12464,ANT197333-1,1056,MAESTRANZA ALEMANIA LIMITADA,chervera@insecap.cl,10/06/2023,605868,605868,8,1
12465,CAL197334,230,Lem,chervera@insecap.cl,12/06/2023,595200,0,2,0
12466,ANT197335-1,797,MIES EMPRESA DE SERVICIOS INDUSTRIALES LIMITADA,chervera@insecap.cl,10/06/2023,757335,757335,6,1
12467,CAL197336-1,223,JOY GLOBAL,kriquelme@insecap.cl,09/06/2023,360000,360000,2,0
12472,CAL197344,421,CONSTRUCTORA BAICAL,nroblero@insecap.cl,12/06/2023,380000,0,2,0
12469,CAL197346,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,09/06/2023,280000,0,2,0
12470,CAL197347-1,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,09/06/2023,280000,280000,2,0
12477,CAL197348-4,317,SK INDUSTRIAL S.A,kriquelme@insecap.cl,12/06/2023,630000,630000,2,0
12468,ANT197350-2,226,KOMATSU CHILE S.A,chervera@insecap.cl,13/06/2023,767600,767600,2,0
12473,CAL197351-2,223,JOY GLOBAL,kriquelme@insecap.cl,13/06/2023,720000,720000,2,0
12475,CAL197352-2,223,Joy Global,kriquelme@insecap.cl,14/06/2023,720000,720000,2,0
12476,CAL197353-2,223,Joy Global,kriquelme@insecap.cl,15/06/2023,840000,840000,2,0
12478,CAL197354-1,223,Joy Global,kriquelme@insecap.cl,16/06/2023,360000,360000,2,0
12481,CAL197355-1,856,CONSORCIO VOB,kriquelme@insecap.cl,12/06/2023,480000,480000,2,0
12496,CAL197358-5,1058,OHS PASCAL SPA,nroblero@insecap.cl,13/06/2023,230000,230000,2,0
12489,CAL197361-4,787,IMT,nroblero@insecap.cl,13/06/2023,1045000,1045000,2,0
12490,CAL197362-4,787,IMT,nroblero@insecap.cl,13/06/2023,300000,300000,4,0
12510,CAL197363-3,787,IMT,nroblero@insecap.cl,14/06/2023,300000,300000,2,0
12498,ANT197364-1,386,AKASA SPA,nroblero@insecap.cl,13/06/2023,40000,40000,2,0
12503,ANT197365,259,MPM,chervera@insecap.cl,13/06/2023,350000,0,2,0
12492,ANT197366-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,12/06/2023,120000,120000,2,0
12636,CAL197367-2,386,AKASA SPA,nroblero@insecap.cl,23/06/2023,85000,85000,2,0
12491,ANT197368-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,12/06/2023,120000,120000,2,0
12637,CAL197369-2,386,AKASA SPA,nroblero@insecap.cl,23/06/2023,85000,85000,2,0
12639,CAL197370-2,386,AKASA SPA,nroblero@insecap.cl,23/06/2023,85000,85000,2,0
12506,CAL197373-1,764,INGENIERIA Y CONTRUCCION FRANCIS DANIEL OJEDA ROJAS E.I.R.L,kriquelme@insecap.cl,22/06/2023,1380000,1380000,2,0
12536,CAL197374-1,394,Consorcio Servasol MPM Limitada,kriquelme@insecap.cl,13/06/2023,160000,160000,2,0
12497,ADI197375-2,739,SIERRA GORDA  SCM,chervera@insecap.cl,15/06/2023,385000,385000,3,0
12583,CAL197376,246,METSO,kriquelme@insecap.cl,27/06/2023,1190000,0,2,0
12505,CAL197379,246,METSO,kriquelme@insecap.cl,12/06/2023,70000,0,2,0
12499,CAL197380-1,683,Minera Lomas Bayas,chervera@insecap.cl,16/06/2023,878000,878000,2,0
12638,CAL197382,200,ICV,kriquelme@insecap.cl,28/06/2023,600000,0,2,0
12750,ANT197383-2,1064,R Y T SERVICIOS DE INGENIERIA ,nroblero@insecap.cl,29/06/2023,80000,80000,2,0
12770,ANT197384-3,1064,R Y T SERVICIOS DE INGENIERIA ,nroblero@insecap.cl,30/06/2023,80000,80000,2,0
12766,CAL197385-3,1064,R Y T SERVICIOS DE INGENIERIA ,nroblero@insecap.cl,30/06/2023,110000,110000,2,0
12500,CAL197386-1,683,Minera Lomas Bayas,chervera@insecap.cl,17/06/2023,878000,878000,2,0
