idComercializacion,EstadoComercializacion,Fecha
18680,0,18/06/2024
18680,1,24/06/2024
18680,1,24/06/2024
18680,1,24/06/2024
18680,1,24/06/2024
18048,0,13/05/2024
18048,1,31/05/2024
18047,0,13/05/2024
18047,1,31/05/2024
18283,0,27/05/2024
18283,1,08/10/2024
18287,0,27/05/2024
18287,1,28/08/2024
18288,0,27/05/2024
18288,1,08/10/2024
18289,0,27/05/2024
18289,1,22/08/2024
18266,0,27/05/2024
18266,1,28/08/2024
18236,0,24/05/2024
18236,1,22/07/2024
18237,0,24/05/2024
18237,1,22/07/2024
18246,0,24/05/2024
18246,1,30/07/2024
18049,0,13/05/2024
18049,1,04/06/2024
18247,0,24/05/2024
18247,1,22/07/2024
18051,0,13/05/2024
18051,1,10/07/2024
18051,1,10/07/2024
18051,3,06/06/2024
18244,0,24/05/2024
18244,1,24/07/2024
18104,0,15/05/2024
18104,1,24/05/2024
18133,0,16/05/2024
18133,1,22/05/2024
18059,0,14/05/2024
18059,1,28/05/2024
18060,0,14/05/2024
18060,1,28/05/2024
18056,0,14/05/2024
18056,1,31/05/2024
18285,0,27/05/2024
18285,1,06/06/2024
18134,0,16/05/2024
18134,1,12/06/2024
18058,0,14/05/2024
18058,1,31/07/2024
18061,0,14/05/2024
18061,1,27/05/2024
18062,0,14/05/2024
18062,1,27/05/2024
18063,0,14/05/2024
18063,1,27/05/2024
18070,0,14/05/2024
18070,1,20/05/2024
18231,0,24/05/2024
18231,1,25/06/2024
18065,0,14/05/2024
18065,6,07/06/2024
18067,0,14/05/2024
18067,1,12/06/2024
18066,0,14/05/2024
18066,1,12/06/2024
18068,0,14/05/2024
18068,1,10/07/2024
18068,3,06/06/2024
18069,0,14/05/2024
18069,1,24/05/2024
18520,0,10/06/2024
18520,1,24/06/2024
18075,0,14/05/2024
18075,1,17/05/2024
18097,0,15/05/2024
18097,1,17/05/2024
18096,0,15/05/2024
18096,1,17/05/2024
18073,0,14/05/2024
18073,1,17/05/2024
18101,0,15/05/2024
18101,1,27/09/2024
18083,0,15/05/2024
18083,1,23/05/2024
18076,0,14/05/2024
18076,1,12/06/2024
18077,0,14/05/2024
18077,1,12/06/2024
18084,0,15/05/2024
18084,1,24/05/2024
18092,0,15/05/2024
18092,0,20/05/2024
18092,1,17/05/2024
18092,1,15/07/2024
18086,0,15/05/2024
18086,1,29/05/2024
18125,0,16/05/2024
18125,1,23/05/2024
18090,0,15/05/2024
18090,1,17/05/2024
18087,0,15/05/2024
18087,1,15/07/2024
18290,0,27/05/2024
18290,1,31/05/2024
18078,0,14/05/2024
18078,1,27/06/2024
18513,0,10/06/2024
18513,1,14/06/2024
18079,0,14/05/2024
18079,1,02/01/2025
18081,0,15/05/2024
18081,1,24/05/2024
18082,0,15/05/2024
18082,1,23/05/2024
18085,0,15/05/2024
18085,1,09/09/2024
18118,0,16/05/2024
18118,1,20/05/2024
18088,0,15/05/2024
18088,1,16/09/2024
18099,0,15/05/2024
18099,1,17/05/2024
18091,0,15/05/2024
18091,1,08/07/2024
18105,0,15/05/2024
18105,0,19/05/2024
18105,1,27/05/2024
18105,6,16/05/2024
18107,0,15/05/2024
18107,1,28/08/2024
18093,0,15/05/2024
18093,1,23/05/2024
18094,0,15/05/2024
18094,2,21/06/2024
18094,6,15/05/2024
18095,0,15/05/2024
18095,2,21/06/2024
18095,6,15/05/2024
18098,0,15/05/2024
18098,1,23/05/2024
18112,0,16/05/2024
18112,1,23/05/2024
18114,0,16/05/2024
18114,1,21/06/2024
18108,0,15/05/2024
18108,1,23/05/2024
18135,0,16/05/2024
18135,1,27/05/2024
18132,0,16/05/2024
18132,1,04/06/2024
18109,0,15/05/2024
18109,1,10/06/2024
18109,1,10/06/2024
18524,0,10/06/2024
18524,1,13/06/2024
18110,0,15/05/2024
18110,1,22/05/2024
18126,0,16/05/2024
18126,1,24/05/2024
18127,0,16/05/2024
18127,1,03/06/2024
18115,0,16/05/2024
18115,1,23/05/2024
18113,0,16/05/2024
18113,1,21/06/2024
18116,0,16/05/2024
18116,1,21/06/2024
18117,0,16/05/2024
18117,1,24/07/2024
18119,0,16/05/2024
18119,1,23/05/2024
18120,0,16/05/2024
18120,1,29/05/2024
18130,0,16/05/2024
18130,1,03/06/2024
18138,0,16/05/2024
18138,1,04/06/2024
18138,1,04/06/2024
18389,0,03/06/2024
18389,1,26/06/2024
18121,0,16/05/2024
18121,2,23/05/2024
18121,2,23/05/2024
18144,0,17/05/2024
18144,1,20/06/2024
18146,0,17/05/2024
18146,1,30/06/2024
18153,0,17/05/2024
18153,1,24/05/2024
18152,0,17/05/2024
18152,1,24/05/2024
18154,0,17/05/2024
18154,1,24/05/2024
18147,0,17/05/2024
18147,1,08/07/2024
18128,0,16/05/2024
18128,2,07/08/2024
18129,0,16/05/2024
18129,2,07/08/2024
18131,0,16/05/2024
18131,1,12/06/2024
18741,0,21/06/2024
18741,1,04/07/2024
18179,0,20/05/2024
18179,1,28/05/2024
18212,0,22/05/2024
18212,1,14/06/2024
18136,0,16/05/2024
18136,1,04/06/2024
18137,0,16/05/2024
18137,1,22/05/2024
18139,0,16/05/2024
18139,1,23/05/2024
18140,0,16/05/2024
18140,1,17/07/2024
18141,0,16/05/2024
18141,1,28/05/2024
18142,0,16/05/2024
18142,1,28/05/2024
18189,0,22/05/2024
18189,1,30/05/2024
18265,0,27/05/2024
18265,0,04/07/2024
18265,0,09/07/2024
18265,1,04/07/2024
18265,1,09/07/2024
18265,1,07/08/2024
18265,3,04/07/2024
18265,3,09/07/2024
18186,0,22/05/2024
18186,1,21/06/2024
18186,3,30/05/2024
18145,0,17/05/2024
18159,0,17/05/2024
18159,1,17/07/2024
18160,0,17/05/2024
18160,1,05/08/2024
18149,0,17/05/2024
18149,1,11/07/2024
18150,0,17/05/2024
18150,0,27/05/2024
18150,1,27/05/2024
18150,1,30/05/2024
18150,3,27/05/2024
18151,0,17/05/2024
18151,1,13/06/2024
18238,0,24/05/2024
18238,1,12/08/2024
18238,1,12/08/2024
18238,3,27/06/2024
18148,0,17/05/2024
18148,1,01/07/2024
18198,0,22/05/2024
18198,1,05/06/2024
18199,0,22/05/2024
18199,1,29/05/2024
18162,0,19/05/2024
18162,1,27/05/2024
18196,0,22/05/2024
18196,1,29/05/2024
18156,0,17/05/2024
18156,2,22/05/2024
18158,0,17/05/2024
18158,1,31/05/2024
18161,0,17/05/2024
18161,1,30/05/2024
18357,0,30/05/2024
18357,1,17/06/2024
18415,0,04/06/2024
18415,1,11/07/2024
18163,0,19/05/2024
18163,1,01/07/2024
18164,0,19/05/2024
18164,1,01/07/2024
18165,0,19/05/2024
18165,1,01/07/2024
18448,0,06/06/2024
18448,1,10/06/2024
18450,0,06/06/2024
18450,1,10/06/2024
18166,0,19/05/2024
18166,1,01/07/2024
18230,0,23/05/2024
18230,1,26/06/2024
18167,0,20/05/2024
18167,1,04/06/2024
18173,0,20/05/2024
18173,1,30/05/2024
18169,0,20/05/2024
18169,1,30/05/2024
18169,3,29/05/2024
18168,0,20/05/2024
18168,1,01/07/2024
18170,0,20/05/2024
18170,1,31/05/2024
18171,0,20/05/2024
18171,1,21/06/2024
18172,0,20/05/2024
18172,1,14/06/2024
18174,0,20/05/2024
18174,1,09/09/2024
18174,1,09/09/2024
18176,0,20/05/2024
18176,1,13/09/2024
18177,0,20/05/2024
18177,1,31/05/2024
18178,0,20/05/2024
18178,1,24/05/2024
18218,0,23/05/2024
18218,1,21/06/2024
18210,0,22/05/2024
18210,1,19/07/2024
18210,3,17/07/2024
18221,0,23/05/2024
18221,1,24/05/2024
18180,0,20/05/2024
18180,1,04/06/2024
18182,0,20/05/2024
18182,1,12/06/2024
18181,0,20/05/2024
18181,1,01/07/2024
18219,0,23/05/2024
18219,1,24/07/2024
18183,0,21/05/2024
18183,1,26/08/2024
18192,0,22/05/2024
18192,1,13/09/2024
18192,1,13/09/2024
18193,0,22/05/2024
18193,1,08/07/2024
18187,0,22/05/2024
18187,1,12/06/2024
18188,0,22/05/2024
18188,1,12/06/2024
18191,0,22/05/2024
18191,1,08/07/2024
18267,0,27/05/2024
18267,1,30/05/2024
18268,0,27/05/2024
18268,1,30/05/2024
18269,0,27/05/2024
18269,1,30/05/2024
18270,0,27/05/2024
18270,1,30/05/2024
18273,0,27/05/2024
18273,1,30/05/2024
18205,0,22/05/2024
18205,1,29/05/2024
18209,0,22/05/2024
18209,1,05/06/2024
18211,0,22/05/2024
18211,1,05/06/2024
18197,0,22/05/2024
18197,1,29/05/2024
18194,0,22/05/2024
18194,1,13/06/2024
18272,0,27/05/2024
18272,1,24/06/2024
18220,0,23/05/2024
18220,0,03/06/2024
18220,1,03/06/2024
18220,1,03/06/2024
18250,0,24/05/2024
18250,1,03/06/2024
18241,0,24/05/2024
18241,2,29/05/2024
18241,6,27/05/2024
18215,0,23/05/2024
18215,1,24/05/2024
18200,0,22/05/2024
18200,1,29/07/2024
18201,0,22/05/2024
18201,1,04/06/2024
18203,0,22/05/2024
18203,1,08/07/2024
18204,0,22/05/2024
18204,1,08/07/2024
18206,0,22/05/2024
18206,1,26/06/2024
18207,0,22/05/2024
18207,1,26/06/2024
18208,0,22/05/2024
18208,1,26/06/2024
18286,0,27/05/2024
18286,1,08/07/2024
18213,0,22/05/2024
18213,1,24/06/2024
18284,0,27/05/2024
18284,1,30/05/2024
18271,0,27/05/2024
18271,1,24/06/2024
18214,0,23/05/2024
18214,1,14/06/2024
18223,0,23/05/2024
18223,1,11/06/2024
18228,0,23/05/2024
18228,1,11/06/2024
18224,0,23/05/2024
18224,1,11/06/2024
18226,0,23/05/2024
18226,1,11/06/2024
18229,0,23/05/2024
18229,1,11/06/2024
18216,0,23/05/2024
18216,1,14/06/2024
18235,0,24/05/2024
18235,1,29/05/2024
18217,0,23/05/2024
18217,1,14/06/2024
18225,0,23/05/2024
18225,1,11/06/2024
18239,0,24/05/2024
18239,1,02/07/2024
18239,3,06/06/2024
18222,0,23/05/2024
18222,1,30/05/2024
18552,0,12/06/2024
18552,1,26/06/2024
18234,0,24/05/2024
18234,1,21/06/2024
18310,0,28/05/2024
18310,1,16/08/2024
18227,0,23/05/2024
18227,1,29/05/2024
18242,0,24/05/2024
18242,1,30/05/2024
18243,0,24/05/2024
18243,1,30/05/2024
18232,0,24/05/2024
18232,1,09/07/2024
18233,0,24/05/2024
18233,1,09/07/2024
18444,0,05/06/2024
18444,1,17/06/2024
18254,0,24/05/2024
18254,1,31/07/2024
18254,3,10/06/2024
18255,0,24/05/2024
18255,1,31/07/2024
18255,3,10/06/2024
18319,0,29/05/2024
18319,1,02/07/2024
18248,0,24/05/2024
18248,1,27/05/2024
18249,0,24/05/2024
18249,1,30/05/2024
18249,1,30/05/2024
18251,0,24/05/2024
18251,1,30/05/2024
18252,0,24/05/2024
18252,1,29/05/2024
18408,0,04/06/2024
18408,1,07/06/2024
18409,0,04/06/2024
18409,1,07/06/2024
18253,0,24/05/2024
18253,1,29/05/2024
18261,0,24/05/2024
18261,1,29/05/2024
18259,0,24/05/2024
18259,1,29/05/2024
18262,0,24/05/2024
18262,1,29/05/2024
18256,0,24/05/2024
18256,1,29/05/2024
18258,0,24/05/2024
18258,1,29/05/2024
18257,0,24/05/2024
18257,1,05/06/2024
18260,0,24/05/2024
18260,1,29/05/2024
18263,0,24/05/2024
18263,1,18/06/2024
18264,0,27/05/2024
18264,1,10/06/2024
18274,0,27/05/2024
18274,1,29/05/2024
18275,0,27/05/2024
18275,1,27/05/2024
18276,0,27/05/2024
18276,1,30/05/2024
18277,0,27/05/2024
18277,1,30/05/2024
18278,0,27/05/2024
18278,1,30/05/2024
18279,0,27/05/2024
18279,1,30/05/2024
18279,1,30/05/2024
18280,0,27/05/2024
18280,1,30/05/2024
18280,1,30/05/2024
18281,0,27/05/2024
18281,1,01/07/2024
18282,0,27/05/2024
18282,1,01/07/2024
18333,0,29/05/2024
18333,1,18/06/2024
18303,0,28/05/2024
18303,1,04/06/2024
18393,0,03/06/2024
18393,1,12/06/2024
18329,0,29/05/2024
18329,1,17/06/2024
18329,1,17/06/2024
18291,0,27/05/2024
18291,1,11/06/2024
18291,1,11/06/2024
18292,0,27/05/2024
18292,1,03/06/2024
18330,0,29/05/2024
18330,1,18/06/2024
18331,0,29/05/2024
18331,1,18/06/2024
18332,0,29/05/2024
18332,1,18/06/2024
18332,1,18/06/2024
18334,0,29/05/2024
18334,1,17/06/2024
18368,0,31/05/2024
18368,1,10/06/2024
18471,0,06/06/2024
18471,1,12/06/2024
18458,0,06/06/2024
18458,1,12/06/2024
18294,0,28/05/2024
18294,1,01/07/2024
18295,0,28/05/2024
18295,1,01/07/2024
18297,0,28/05/2024
18297,1,29/05/2024
18299,0,28/05/2024
18299,1,02/07/2024
18300,0,28/05/2024
18300,1,02/07/2024
18301,0,28/05/2024
18301,1,13/06/2024
18301,1,13/06/2024
18302,0,28/05/2024
18302,2,29/05/2024
18545,0,11/06/2024
18545,1,17/06/2024
18304,0,28/05/2024
18304,1,01/07/2024
18305,0,28/05/2024
18305,1,10/06/2024
18306,0,28/05/2024
18306,1,01/07/2024
18309,0,28/05/2024
18309,1,10/06/2024
18311,0,28/05/2024
18311,1,10/06/2024
18307,0,28/05/2024
18307,1,02/01/2025
18313,0,28/05/2024
18313,1,01/07/2024
18320,0,29/05/2024
18320,1,31/05/2024
18314,0,28/05/2024
18314,1,31/05/2024
18315,0,28/05/2024
18315,1,31/05/2024
18380,0,01/06/2024
18380,1,23/06/2024
18379,0,01/06/2024
18379,1,23/06/2024
18317,0,28/05/2024
18317,1,01/07/2024
18318,0,28/05/2024
18318,1,01/07/2024
18410,0,04/06/2024
18410,1,24/07/2024
18433,0,05/06/2024
18433,1,24/07/2024
18321,0,29/05/2024
18321,2,09/07/2024
18325,0,29/05/2024
18325,1,24/07/2024
18322,0,29/05/2024
18322,2,09/07/2024
18323,0,29/05/2024
18323,1,01/07/2024
18324,0,29/05/2024
18324,2,09/07/2024
18360,0,31/05/2024
18360,1,19/06/2024
18361,0,31/05/2024
18361,1,02/07/2024
18362,0,31/05/2024
18362,1,19/07/2024
18326,0,29/05/2024
18326,1,04/06/2024
18326,1,04/06/2024
18341,0,30/05/2024
18341,1,11/06/2024
18328,0,29/05/2024
18328,1,07/06/2024
18327,0,29/05/2024
18327,1,05/06/2024
18336,0,29/05/2024
18336,1,01/07/2024
18337,0,29/05/2024
18337,1,01/07/2024
18405,0,04/06/2024
18405,1,12/06/2024
18404,0,04/06/2024
18404,1,12/06/2024
18338,0,30/05/2024
18338,1,21/08/2024
18344,0,30/05/2024
18344,1,01/07/2024
18339,0,30/05/2024
18339,1,21/08/2024
18586,0,13/06/2024
18586,1,25/07/2024
18586,3,11/07/2024
18657,0,17/06/2024
18657,1,26/07/2024
18342,0,30/05/2024
18342,1,11/06/2024
18519,0,10/06/2024
18519,1,24/06/2024
18525,0,10/06/2024
18525,1,24/06/2024
18343,0,30/05/2024
18343,1,08/07/2024
18345,0,30/05/2024
18345,2,30/05/2024
18349,0,30/05/2024
18349,1,29/07/2024
18350,0,30/05/2024
18350,1,29/07/2024
18535,0,11/06/2024
18535,1,24/06/2024
18363,0,31/05/2024
18363,1,31/05/2024
18346,0,30/05/2024
18346,1,04/06/2024
18347,0,30/05/2024
18347,1,29/07/2024
18348,0,30/05/2024
18348,1,10/07/2024
18355,0,30/05/2024
18355,1,10/06/2024
18353,0,30/05/2024
18353,1,11/06/2024
18352,0,30/05/2024
18352,1,11/06/2024
18397,0,03/06/2024
18397,1,12/06/2024
18351,0,30/05/2024
18351,1,29/07/2024
18366,0,31/05/2024
18366,2,14/06/2024
18374,0,31/05/2024
18374,1,21/06/2024
18374,3,12/06/2024
18509,0,10/06/2024
18509,0,26/06/2024
18509,1,26/06/2024
18509,1,27/06/2024
18375,0,31/05/2024
18375,1,21/06/2024
18375,3,17/06/2024
18354,0,30/05/2024
18354,1,30/06/2024
18356,0,30/05/2024
18356,1,21/08/2024
18358,0,30/05/2024
18358,1,13/06/2024
18373,0,31/05/2024
18373,1,26/06/2024
18373,1,26/06/2024
18373,1,26/06/2024
18383,0,02/06/2024
18383,1,26/06/2024
18382,0,01/06/2024
18382,1,26/06/2024
18391,0,03/06/2024
18391,1,26/06/2024
18391,1,26/06/2024
18371,0,31/05/2024
18371,1,26/06/2024
18370,0,31/05/2024
18370,1,26/06/2024
18376,0,31/05/2024
18376,1,26/06/2024
18396,0,03/06/2024
18396,1,13/06/2024
18395,0,03/06/2024
18395,1,13/06/2024
18365,0,31/05/2024
18365,1,13/06/2024
18392,0,03/06/2024
18392,1,07/06/2024
18367,0,31/05/2024
18367,1,05/07/2024
18377,0,31/05/2024
18377,1,17/06/2024
18369,0,31/05/2024
18369,1,06/06/2024
18372,0,31/05/2024
18372,1,21/08/2024
18421,0,05/06/2024
18421,0,09/07/2024
18421,1,19/08/2024
18421,2,08/07/2024
18476,0,06/06/2024
18476,1,27/06/2024
18381,0,01/06/2024
18381,1,08/07/2024
18384,0,03/06/2024
18384,1,13/06/2024
18385,0,03/06/2024
18385,1,13/06/2024
18674,0,18/06/2024
18674,1,29/08/2024
18387,0,03/06/2024
18387,0,03/07/2024
18387,1,03/07/2024
18387,1,05/07/2024
18390,0,03/06/2024
18390,1,05/06/2024
18386,0,03/06/2024
18386,1,25/06/2024
18470,0,06/06/2024
18470,1,19/06/2024
18388,0,03/06/2024
18388,1,21/06/2024
18394,0,03/06/2024
18394,1,04/06/2024
18429,0,05/06/2024
18429,1,17/06/2024
18398,0,03/06/2024
18398,1,13/09/2024
18399,0,03/06/2024
18399,1,26/08/2024
18400,0,03/06/2024
18400,1,26/08/2024
18401,0,03/06/2024
18401,1,23/08/2024
18402,0,03/06/2024
18402,1,13/09/2024
18403,0,03/06/2024
18403,1,26/08/2024
18772,0,25/06/2024
18772,1,06/08/2024
18773,0,25/06/2024
18773,1,06/08/2024
18558,0,12/06/2024
18558,0,01/07/2024
18558,1,30/06/2024
18558,1,08/07/2024
18559,0,12/06/2024
18559,0,01/07/2024
18559,1,30/06/2024
18559,1,08/07/2024
18561,0,12/06/2024
18561,0,01/07/2024
18561,1,30/06/2024
18561,1,08/07/2024
18556,0,12/06/2024
18556,0,01/07/2024
18556,1,30/06/2024
18556,1,08/07/2024
18554,0,12/06/2024
18554,0,01/07/2024
18554,1,30/06/2024
18554,1,08/07/2024
18553,0,12/06/2024
18553,0,01/07/2024
18553,1,30/06/2024
18553,1,08/07/2024
18555,0,12/06/2024
18555,0,01/07/2024
18555,1,30/06/2024
18555,1,08/07/2024
18510,0,10/06/2024
18510,1,30/07/2024
18510,3,24/07/2024
18603,0,13/06/2024
18603,1,30/07/2024
18603,3,24/07/2024
18592,0,13/06/2024
18592,1,30/07/2024
18592,3,24/07/2024
18602,0,13/06/2024
18602,0,25/07/2024
18602,1,24/07/2024
18602,1,30/07/2024
18602,3,25/07/2024
18521,0,10/06/2024
18521,1,08/07/2024
18521,3,08/07/2024
18411,0,04/06/2024
18411,1,28/06/2024
18562,0,12/06/2024
18562,1,21/06/2024
18565,0,12/06/2024
18565,1,21/06/2024
18435,0,05/06/2024
18435,1,21/06/2024
18546,0,12/06/2024
18546,1,21/06/2024
18550,0,12/06/2024
18550,1,21/06/2024
18420,0,04/06/2024
18420,1,13/06/2024
18452,0,06/06/2024
18452,1,13/08/2024
18428,0,05/06/2024
18428,1,18/06/2024
18436,0,05/06/2024
18436,1,13/06/2024
18459,0,06/06/2024
18459,1,28/08/2024
18419,0,04/06/2024
18419,1,12/06/2024
18451,0,06/06/2024
18451,1,30/07/2024
18487,0,07/06/2024
18487,1,26/06/2024
18522,0,10/06/2024
18522,1,06/08/2024
18522,3,02/08/2024
18412,0,04/06/2024
18412,1,24/07/2024
18413,0,04/06/2024
18413,1,13/09/2024
18413,1,13/09/2024
18437,0,05/06/2024
18437,1,28/06/2024
18438,0,05/06/2024
18438,1,28/06/2024
18439,0,05/06/2024
18439,1,28/06/2024
18434,0,05/06/2024
18434,1,28/06/2024
18440,0,05/06/2024
18440,1,28/06/2024
18416,0,04/06/2024
18416,1,11/06/2024
18417,0,04/06/2024
18417,1,11/06/2024
18427,0,05/06/2024
18427,1,13/06/2024
18431,0,05/06/2024
18431,2,06/06/2024
18491,0,07/06/2024
18491,1,26/06/2024
18422,0,05/06/2024
18422,1,18/06/2024
18446,0,05/06/2024
18446,1,18/07/2024
18446,3,26/06/2024
18447,0,05/06/2024
18447,1,18/07/2024
18447,3,26/06/2024
18423,0,05/06/2024
18423,1,27/09/2024
18424,0,05/06/2024
18424,1,27/09/2024
18425,0,05/06/2024
18425,1,09/09/2024
18426,0,05/06/2024
18426,1,09/09/2024
18445,0,05/06/2024
18445,1,21/06/2024
18443,0,05/06/2024
18443,1,21/06/2024
18461,0,06/06/2024
18461,1,26/06/2024
18612,0,13/06/2024
18612,1,02/07/2024
18432,0,05/06/2024
18432,1,18/06/2024
18757,0,24/06/2024
18757,1,10/07/2024
18758,0,24/06/2024
18758,1,10/07/2024
18449,0,06/06/2024
18449,1,26/06/2024
18441,0,05/06/2024
18441,1,11/06/2024
18477,0,06/06/2024
18477,1,26/08/2024
18477,3,19/06/2024
18479,0,06/06/2024
18479,1,31/07/2024
18479,3,19/06/2024
18454,0,06/06/2024
18454,1,02/07/2024
18457,0,06/06/2024
18457,1,21/08/2024
18453,0,06/06/2024
18453,1,09/09/2024
18598,0,13/06/2024
18598,1,26/06/2024
18463,0,06/06/2024
18463,1,11/06/2024
18465,0,06/06/2024
18465,1,11/06/2024
18466,0,06/06/2024
18466,1,11/06/2024
18467,0,06/06/2024
18467,1,11/06/2024
18468,0,06/06/2024
18468,1,11/06/2024
18468,1,11/06/2024
18485,0,07/06/2024
18485,1,24/06/2024
18455,0,06/06/2024
18455,2,29/07/2024
18456,0,06/06/2024
18456,2,29/07/2024
18596,0,13/06/2024
18596,1,10/07/2024
18596,3,05/07/2024
18460,0,06/06/2024
18460,1,29/07/2024
18462,0,06/06/2024
18462,1,08/07/2024
18464,0,06/06/2024
18464,1,03/07/2024
18464,1,03/07/2024
18469,0,06/06/2024
18469,1,11/06/2024
18492,0,07/06/2024
18492,1,11/06/2024
18473,0,06/06/2024
18473,0,19/08/2024
18473,0,30/08/2024
18473,1,16/08/2024
18473,1,19/08/2024
18473,2,30/08/2024
18472,0,06/06/2024
18472,1,16/08/2024
18599,0,13/06/2024
18599,1,26/06/2024
18706,0,19/06/2024
18706,1,17/07/2024
18620,0,14/06/2024
18620,1,13/08/2024
18478,0,06/06/2024
18478,1,08/07/2024
18482,0,06/06/2024
18482,1,08/07/2024
18588,0,13/06/2024
18588,1,24/06/2024
18480,0,06/06/2024
18480,1,13/06/2024
18480,1,13/06/2024
18474,0,06/06/2024
18474,1,29/07/2024
18475,0,06/06/2024
18475,1,29/07/2024
18641,0,17/06/2024
18641,1,18/06/2024
18483,0,06/06/2024
18483,1,01/07/2024
18505,0,10/06/2024
18505,1,24/06/2024
18484,0,07/06/2024
18484,1,24/07/2024
18488,0,07/06/2024
18488,1,03/07/2024
18489,0,07/06/2024
18489,1,24/07/2024
18486,0,07/06/2024
18486,1,13/06/2024
18621,0,14/06/2024
18621,1,26/07/2024
18659,0,18/06/2024
18659,1,24/09/2024
18490,0,07/06/2024
18490,1,13/06/2024
18493,0,07/06/2024
18493,1,17/06/2024
18498,0,10/06/2024
18498,1,02/08/2024
18499,0,10/06/2024
18499,1,02/07/2024
18500,0,10/06/2024
18500,1,28/06/2024
18494,0,07/06/2024
18494,1,21/08/2024
18506,0,10/06/2024
18506,1,18/06/2024
18503,0,10/06/2024
18503,1,11/06/2024
18504,0,10/06/2024
18504,1,26/06/2024
18501,0,10/06/2024
18501,1,17/07/2024
18548,0,12/06/2024
18548,1,14/06/2024
18514,0,10/06/2024
18514,1,25/06/2024
18516,0,10/06/2024
18516,1,25/06/2024
18507,0,10/06/2024
18507,1,26/06/2024
18508,0,10/06/2024
18508,1,26/06/2024
18564,0,12/06/2024
18564,1,30/06/2024
18523,0,10/06/2024
18523,1,04/07/2024
18512,0,10/06/2024
18512,2,14/06/2024
18511,0,10/06/2024
18511,1,04/07/2024
18663,0,18/06/2024
18663,1,09/07/2024
18751,0,24/06/2024
18751,1,26/06/2024
18515,0,10/06/2024
18515,1,10/07/2024
18517,0,10/06/2024
18517,1,10/07/2024
18518,0,10/06/2024
18518,1,13/08/2024
18526,0,10/06/2024
18526,0,26/06/2024
18526,0,01/07/2024
18526,1,25/06/2024
18526,1,30/06/2024
18526,1,26/08/2024
18587,0,13/06/2024
18587,1,29/07/2024
18531,0,10/06/2024
18531,1,18/06/2024
18712,0,19/06/2024
18712,1,05/08/2024
18563,0,12/06/2024
18563,1,21/06/2024
18636,0,14/06/2024
18636,1,02/07/2024
18560,0,12/06/2024
18560,1,18/07/2024
18532,0,11/06/2024
18532,1,26/06/2024
18547,0,12/06/2024
18547,1,26/08/2024
18533,0,11/06/2024
18533,1,26/06/2024
18534,0,11/06/2024
18534,1,13/06/2024
18638,0,14/06/2024
18638,1,21/06/2024
18536,0,11/06/2024
18536,1,29/07/2024
18577,0,12/06/2024
18577,1,26/08/2024
18577,3,12/08/2024
18537,0,11/06/2024
18537,1,29/07/2024
18539,0,11/06/2024
18539,1,17/06/2024
18542,0,11/06/2024
18542,1,03/07/2024
18538,0,11/06/2024
18538,1,29/07/2024
18540,0,11/06/2024
18540,1,17/06/2024
18541,0,11/06/2024
18541,1,17/06/2024
18543,0,11/06/2024
18543,1,04/07/2024
18544,0,11/06/2024
18544,1,04/07/2024
18549,0,12/06/2024
18549,1,24/07/2024
18551,0,12/06/2024
18551,1,18/06/2024
18601,0,13/06/2024
18601,1,25/06/2024
18557,0,12/06/2024
18557,1,25/06/2024
18720,0,20/06/2024
18720,1,29/06/2024
18724,0,21/06/2024
18724,1,29/06/2024
18591,0,13/06/2024
18591,1,08/07/2024
18600,0,13/06/2024
18600,1,29/06/2024
18566,0,12/06/2024
18566,1,22/07/2024
18568,0,12/06/2024
18568,1,22/07/2024
18567,0,12/06/2024
18567,1,29/07/2024
18569,0,12/06/2024
18569,6,12/06/2024
18698,0,19/06/2024
18698,1,11/07/2024
18570,0,12/06/2024
18570,6,12/06/2024
18665,0,18/06/2024
18665,1,27/06/2024
18574,0,12/06/2024
18574,1,17/06/2024
18666,0,18/06/2024
18666,1,27/06/2024
18667,0,18/06/2024
18667,1,27/06/2024
18668,0,18/06/2024
18668,1,27/06/2024
18594,0,13/06/2024
18594,1,05/07/2024
18662,0,18/06/2024
18662,1,27/06/2024
18661,0,18/06/2024
18661,1,27/06/2024
18634,0,14/06/2024
18634,0,27/08/2024
18634,1,27/08/2024
18634,1,28/08/2024
18634,3,27/08/2024
18571,0,12/06/2024
18571,1,13/09/2024
18572,0,12/06/2024
18572,1,28/08/2024
18573,0,12/06/2024
18573,1,12/08/2024
18575,0,12/06/2024
18575,1,08/10/2024
18726,0,21/06/2024
18726,1,04/07/2024
18576,0,12/06/2024
18576,1,21/08/2024
18578,0,12/06/2024
18578,1,29/07/2024
18580,0,12/06/2024
18580,1,05/08/2024
18581,0,12/06/2024
18581,1,08/10/2024
18585,0,12/06/2024
18585,1,29/07/2024
18583,0,12/06/2024
18583,1,12/06/2024
18632,0,14/06/2024
18632,1,27/09/2024
18613,0,13/06/2024
18613,1,19/08/2024
18613,3,18/07/2024
18642,0,17/06/2024
18642,1,09/07/2024
18590,0,13/06/2024
18590,1,02/01/2025
18608,0,13/06/2024
18608,1,29/07/2024
18593,0,13/06/2024
18593,1,03/07/2024
18597,0,13/06/2024
18597,1,03/07/2024
18684,0,18/06/2024
18684,1,03/09/2024
18684,3,15/07/2024
18683,0,18/06/2024
18683,1,24/07/2024
18791,0,25/06/2024
